carat,cut,color,clarity,depth,table,x,y,z,price
0.75,Fair,H,SI1,62.3,55.0,1.9,1.91,1.18,2762
0.44,Ideal,F,SI1,58.9,58.0,1.14,1.16,0.71,828
0.52,Ideal,F,SI1,61.6,55.0,1.32,1.32,0.79,810
0.74,Good,G,SI1,62.2,55.0,1.9,1.94,1.13,2671
1.37,Premium,G,VS1,60.9,58.0,3.47,3.55,2.12,9987
0.92,Premium,E,SI2,61.0,58.0,2.36,2.24,1.41,4524
0.5,Good,J,VS1,61.1,60.0,1.27,1.32,0.77,854
1.02,Ideal,E,VS1,61.0,57.0,2.56,2.64,1.59,6113
0.61,Very Good,D,SI1,61.7,57.0,1.55,1.58,0.93,2126
1.16,Good,J,SI1,61.9,58.0,2.96,2.93,1.84,7458
2.62,Premium,I,VS1,58.8,56.0,6.61,6.55,4.08,20000
0.62,Ideal,E,VS1,62.6,56.0,1.57,1.69,0.94,2562
1.11,Fair,G,VVS1,61.3,60.0,2.83,2.78,1.73,7131
0.51,Ideal,G,VVS2,64.4,56.0,1.29,1.37,0.79,1055
0.7,Premium,I,IF,60.0,60.0,1.78,1.8,1.06,3270
0.75,Good,G,VS2,60.5,59.0,1.91,2.01,1.14,3674
0.67,Very Good,I,VVS1,61.4,54.0,1.69,1.67,1.03,2544
2.54,Premium,G,VVS2,62.3,59.0,6.41,6.33,3.96,20000
0.64,Very Good,E,VVS1,59.0,59.0,1.65,1.65,1.0,2741
0.99,Ideal,H,I1,60.5,58.0,2.5,2.43,1.48,4928
0.28,Ideal,G,IF,62.5,57.0,0.72,0.85,0.45,300
0.92,Ideal,D,VS2,60.4,55.0,2.34,2.37,1.45,4710
1.31,Very Good,E,VVS2,63.6,60.0,3.39,3.43,2.08,9146
0.57,Ideal,D,SI2,61.1,57.0,1.43,1.47,0.88,1536
0.21,Premium,G,SI1,60.4,56.0,0.54,0.51,0.33,300
0.73,Very Good,E,SI1,62.6,59.0,1.86,1.85,1.17,3576
0.75,Good,J,SI1,64.0,56.0,1.88,1.89,1.12,2724
1.06,Good,I,SI2,62.3,55.0,2.68,2.78,1.66,6225
2.02,Ideal,H,VVS2,63.5,57.0,5.14,5.08,3.12,17418
0.61,Premium,G,I1,64.0,56.0,1.55,1.51,0.97,994
0.48,Very Good,D,SI1,60.4,55.0,1.22,1.2,0.75,975
0.41,Premium,G,SI2,63.0,59.0,1.06,1.03,0.65,300
0.82,Very Good,F,VS2,59.6,57.0,2.08,2.01,1.31,3714
0.94,Premium,E,SI1,62.3,60.0,2.39,2.25,1.5,4874
0.56,Very Good,F,SI1,61.6,56.0,1.44,1.35,0.85,1683
1.09,Ideal,G,VS2,63.4,54.0,2.8,2.85,1.67,6028
0.93,Ideal,F,VS1,63.3,58.0,2.34,2.34,1.44,5432
0.76,Premium,G,SI2,62.5,62.0,1.95,1.99,1.22,3106
0.47,Very Good,J,SI2,62.1,59.0,1.2,1.17,0.73,421
0.58,Premium,D,SI1,62.4,65.0,1.46,1.46,0.86,2223
0.22,Ideal,I,IF,61.8,58.0,0.56,0.64,0.34,300
0.83,Very Good,J,SI1,61.6,58.0,2.09,2.17,1.25,3311
0.75,Very Good,D,VS2,63.7,53.0,1.9,1.95,1.16,3713
0.81,Good,H,SI1,63.9,58.0,2.05,2.06,1.24,3420
0.95,Premium,F,VS2,61.5,58.0,2.41,2.44,1.48,5452
0.9,Premium,H,SI2,62.0,57.0,2.3,2.32,1.44,4770
0.7,Ideal,G,SI2,61.8,57.0,1.8,1.79,1.1,2321
0.76,Very Good,H,VS2,59.4,57.0,1.94,1.92,1.15,3666
0.37,Premium,G,SI1,61.2,57.0,0.95,1.01,0.58,300
0.55,Ideal,G,SI2,63.9,62.0,1.42,1.36,0.86,1772
0.76,Ideal,E,VS1,60.7,57.0,1.96,2.03,1.22,4244
0.51,Premium,G,IF,64.7,58.0,1.31,1.3,0.8,1377
1.14,Premium,D,SI1,63.3,57.0,2.88,2.81,1.78,7460
0.53,Very Good,J,VS1,62.3,59.0,1.34,1.31,0.84,1101
0.83,Ideal,G,IF,62.5,58.0,2.12,2.08,1.28,4606
0.79,Good,F,VVS2,60.4,57.0,2.01,1.98,1.27,3455
1.08,Ideal,D,VS2,61.3,53.0,2.72,2.69,1.62,6700
1.16,Ideal,J,VS1,63.7,58.0,2.94,2.91,1.81,6719
1.05,Premium,F,SI2,60.8,57.0,2.72,2.7,1.61,6104
0.26,Fair,D,VS2,63.2,57.0,0.66,0.66,0.4,300
1.35,Premium,H,SI1,59.8,55.0,3.43,3.47,2.11,9629
1.59,Premium,D,SI2,60.0,61.0,3.99,3.98,2.36,12355
0.58,Very Good,J,SI1,64.4,59.0,1.49,1.51,0.89,1146
0.83,Ideal,E,SI2,61.7,61.0,2.11,2.11,1.27,3926
0.47,Ideal,D,VS1,60.9,60.0,1.18,1.21,0.72,834
0.28,Premium,F,VS2,63.6,59.0,0.72,0.72,0.43,300
0.51,Ideal,G,VS2,63.4,55.0,1.31,1.28,0.8,462
0.57,Good,J,SI2,63.0,62.0,1.46,1.41,0.9,520
0.62,Premium,D,SI2,60.9,55.0,1.6,1.61,0.97,2328
0.46,Good,G,VS2,61.3,57.0,1.17,1.23,0.69,529
0.51,Premium,J,IF,62.1,59.0,1.31,1.3,0.8,1340
0.74,Ideal,E,SI2,62.7,59.0,1.87,1.83,1.15,3226
0.5,Ideal,G,SI1,61.0,59.0,1.28,1.27,0.78,1703
0.97,Good,I,VVS1,61.9,57.0,2.44,2.41,1.51,5509
1.04,Very Good,H,SI2,62.1,56.0,2.62,2.59,1.57,5867
2.44,Premium,J,VVS1,63.5,63.0,6.21,6.14,3.83,20000
1.3,Premium,F,VS2,62.8,57.0,3.26,3.25,1.94,8905
0.84,Ideal,F,SI1,59.6,57.0,2.14,2.15,1.3,4892
0.54,Ideal,G,SI1,61.4,56.0,1.38,1.33,0.82,544
0.86,Premium,E,SI1,60.4,58.0,2.2,2.16,1.37,4038
0.87,Premium,D,SI1,62.5,58.0,2.19,2.14,1.34,4265
0.57,Very Good,F,VVS1,63.0,57.0,1.44,1.37,0.91,2040
1.1,Good,J,VS1,61.8,58.0,2.81,2.76,1.76,7192
0.37,Very Good,E,VS1,61.3,61.0,0.95,0.94,0.6,300
0.66,Premium,G,VVS2,61.8,56.0,1.66,1.59,0.99,2963
0.98,Ideal,F,SI1,62.0,58.0,2.5,2.49,1.54,6369
0.64,Ideal,F,VS2,60.8,56.0,1.65,1.61,1.0,2951
0.67,Good,G,VS2,60.0,58.0,1.69,1.64,1.03,2323
0.69,Premium,D,VVS2,58.8,56.0,1.75,1.77,1.05,3537
0.49,Very Good,I,SI1,63.5,56.0,1.24,1.21,0.73,563
1.33,Very Good,E,VS1,62.4,54.0,3.43,3.41,2.12,9075
0.45,Ideal,J,VVS1,62.2,58.0,1.14,1.2,0.72,882
0.87,Fair,D,SI1,63.5,58.0,2.21,2.16,1.35,4043
0.91,Premium,I,SI2,59.9,62.0,2.35,2.43,1.42,4740
0.46,Very Good,I,VS2,59.3,59.0,1.17,1.15,0.73,300
0.77,Ideal,G,SI1,62.2,57.0,1.97,1.91,1.19,2800
0.47,Premium,G,VS1,62.1,55.0,1.18,1.15,0.74,635
1.49,Very Good,H,IF,59.3,55.0,3.86,3.86,2.41,11532
0.42,Premium,F,VS2,62.2,55.0,1.08,1.14,0.66,300
0.53,Ideal,G,VS2,61.1,62.0,1.36,1.4,0.84,1620
0.4,Ideal,J,VS1,60.6,58.0,1.01,1.01,0.62,300
0.38,Very Good,H,SI2,61.2,56.0,0.96,1.02,0.59,300
1.64,Ideal,E,SI1,58.3,55.0,4.19,4.1,2.5,13325
0.97,Ideal,E,VVS1,60.9,56.0,2.46,2.47,1.52,6470
0.79,Ideal,E,VS1,60.7,56.0,2.02,2.04,1.19,4217
0.53,Ideal,E,I1,62.5,60.0,1.36,1.38,0.84,1012
1.17,Ideal,H,SI1,61.5,57.0,3.01,2.93,1.84,7509
0.49,Premium,I,VS1,62.6,54.0,1.24,1.19,0.74,1565
1.1,Ideal,H,VS1,58.1,63.0,2.81,2.8,1.75,7561
0.48,Premium,D,VVS2,60.5,55.0,1.23,1.29,0.75,1220
0.54,Ideal,D,SI1,62.5,56.0,1.38,1.48,0.84,1354
1.08,Premium,G,VVS1,61.3,60.0,2.78,2.75,1.64,6779
1.14,Ideal,J,VS2,62.9,58.0,2.87,2.8,1.74,6651
1.0,Ideal,I,VS1,59.2,56.0,2.57,2.61,1.53,6527
0.44,Very Good,H,VS2,62.7,55.0,1.14,1.27,0.69,356
0.59,Ideal,F,SI2,60.8,55.0,1.5,1.56,0.9,1255
0.8,Premium,J,IF,60.7,56.0,2.03,1.99,1.2,4009
0.48,Ideal,D,SI2,63.1,58.0,1.21,1.35,0.74,1210
1.47,Premium,G,SI1,63.3,58.0,3.76,3.79,2.3,10487
0.22,Premium,D,VVS2,63.1,57.0,0.56,0.52,0.34,300
0.5,Ideal,E,VS2,64.6,57.0,1.26,1.36,0.77,1134
0.57,Very Good,E,VVS2,63.5,55.0,1.46,1.42,0.91,1951
0.2,Ideal,F,VS2,60.6,58.0,0.52,0.49,0.31,300
0.37,Premium,F,SI1,61.9,60.0,0.96,1.0,0.59,300
1.01,Premium,F,VVS1,61.2,57.0,2.58,2.58,1.61,6433
0.75,Very Good,F,SI2,64.5,57.0,1.91,1.91,1.13,2506
1.63,Premium,F,VVS2,63.2,58.0,4.2,4.2,2.56,12693
1.6,Very Good,D,SI1,61.4,60.0,4.07,4.13,2.5,12329
0.92,Fair,E,VVS2,62.9,56.0,2.36,2.24,1.41,5225
0.87,Very Good,E,SI2,60.0,61.0,2.23,2.24,1.34,4284
0.77,Fair,D,VS2,62.1,58.0,1.96,1.95,1.22,3609
0.2,Ideal,H,VVS1,60.4,58.0,0.5,0.46,0.31,300
0.37,Ideal,J,VS2,59.3,60.0,0.93,0.89,0.56,300
0.78,Premium,G,VS1,62.8,55.0,1.98,1.85,1.23,4712
1.01,Ideal,G,VVS2,63.0,59.0,2.57,2.53,1.59,6628
0.86,Very Good,E,VS1,62.3,58.0,2.21,2.27,1.33,4585
0.47,Ideal,G,VVS1,61.4,55.0,1.2,1.24,0.73,1007
1.18,Ideal,F,VS2,59.9,59.0,2.99,2.98,1.84,7705
1.55,Ideal,F,SI2,60.1,58.0,3.95,3.88,2.38,12329
1.18,Premium,J,SI2,60.3,57.0,2.98,3.02,1.83,7373
1.22,Ideal,F,SI1,61.4,59.0,3.07,3.14,1.84,7638
0.56,Very Good,E,SI2,63.2,56.0,1.41,1.46,0.85,625
1.27,Ideal,I,VS2,63.2,58.0,3.22,3.17,1.94,8540
0.8,Fair,F,SI2,59.4,57.0,2.01,1.97,1.26,3525
0.96,Premium,F,SI2,60.7,56.0,2.43,2.51,1.51,4897
0.89,Ideal,I,SI2,60.7,59.0,2.29,2.23,1.4,3947
0.7,Ideal,I,VVS2,58.2,57.0,1.77,1.79,1.08,2470
0.48,Good,D,VS2,62.5,54.0,1.21,1.12,0.72,429
0.71,Ideal,G,SI1,61.4,54.0,1.83,1.81,1.13,2695
1.21,Very Good,H,VVS1,61.5,59.0,3.1,3.13,1.87,8432
0.59,Ideal,I,SI2,63.6,55.0,1.48,1.48,0.91,1334
1.16,Very Good,E,IF,61.8,58.0,2.92,2.95,1.82,8285
1.07,Very Good,F,VS2,61.1,58.0,2.74,2.68,1.62,6716
0.64,Premium,F,SI2,62.5,57.0,1.63,1.59,1.0,2218
1.48,Premium,J,VS1,63.2,62.0,3.72,3.74,2.28,11225
0.62,Very Good,D,VS1,62.1,58.0,1.57,1.6,0.94,1776
1.58,Very Good,G,SI1,62.7,59.0,4.08,4.09,2.51,11686
0.92,Premium,H,VVS1,61.5,58.0,2.35,2.4,1.44,6087
0.73,Ideal,G,SI2,61.6,57.0,1.86,1.78,1.15,2286
0.48,Ideal,G,SI1,61.9,57.0,1.21,1.19,0.72,631
0.71,Good,D,SI2,60.6,61.0,1.79,1.88,1.09,2999
0.67,Premium,D,SI1,60.9,60.0,1.7,1.76,1.07,2032
0.39,Good,H,SI1,63.6,62.0,1.01,1.04,0.62,300
0.66,Fair,D,VVS1,64.5,58.0,1.66,1.65,1.02,3274
0.5,Ideal,E,SI2,63.9,56.0,1.29,1.34,0.78,864
0.99,Premium,D,SI1,59.8,57.0,2.5,2.52,1.48,5617
1.42,Very Good,H,VS2,59.7,55.0,3.61,3.53,2.27,10244
0.4,Very Good,F,VVS1,60.0,59.0,1.01,1.06,0.6,300
1.74,Fair,H,IF,61.9,56.0,4.45,4.41,2.8,14669
0.69,Ideal,E,VS1,57.8,51.0,1.76,1.8,1.05,2746
0.45,Ideal,J,IF,60.9,63.0,1.15,1.07,0.69,825
1.08,Good,F,VVS2,63.7,56.0,2.76,2.84,1.66,6056
0.59,Very Good,G,IF,63.1,56.0,1.5,1.49,0.92,1941
0.71,Ideal,H,VS1,61.0,61.0,1.82,1.76,1.13,3081
0.61,Ideal,F,SI2,61.1,55.0,1.53,1.5,0.96,2287
0.49,Premium,D,SI1,62.5,60.0,1.25,1.23,0.76,599
1.06,Good,F,VS1,63.0,56.0,2.67,2.67,1.58,6465
0.64,Fair,D,SI1,61.0,55.0,1.63,1.7,1.0,2093
0.36,Premium,H,SI1,61.4,61.0,0.93,0.93,0.58,300
0.98,Premium,G,VS2,60.9,60.0,2.47,2.36,1.5,5397
0.41,Fair,G,VVS1,59.8,60.0,1.06,1.0,0.63,300
0.42,Premium,J,SI2,61.4,58.0,1.08,1.22,0.65,466
1.34,Fair,F,VS1,61.3,59.0,3.41,3.42,2.1,9542
0.41,Ideal,E,VS1,59.9,55.0,1.03,1.08,0.63,565
0.23,Very Good,F,IF,62.6,58.0,0.59,0.57,0.37,300
1.01,Fair,E,VVS1,62.4,55.0,2.61,2.56,1.56,5324
0.64,Premium,F,VS1,62.7,54.0,1.62,1.6,1.01,2553
0.66,Premium,J,VS2,60.6,58.0,1.7,1.71,1.01,2594
0.63,Ideal,I,SI1,58.9,60.0,1.63,1.61,0.98,1935
0.83,Premium,F,VS2,62.4,57.0,2.11,2.21,1.29,4090
0.51,Very Good,H,VS1,60.8,57.0,1.31,1.28,0.81,1044
1.55,Ideal,J,VVS1,60.5,55.0,3.95,3.9,2.37,12037
0.35,Very Good,G,VVS2,59.9,58.0,0.89,0.93,0.56,300
0.93,Ideal,F,SI1,61.3,59.0,2.36,2.41,1.46,5422
1.02,Premium,H,VS2,63.9,59.0,2.57,2.57,1.54,6216
0.51,Premium,E,SI1,61.0,59.0,1.31,1.28,0.81,794
0.44,Good,F,I1,60.2,56.0,1.1,1.0,0.68,300
1.23,Premium,G,SI1,62.6,56.0,3.14,3.2,1.95,7710
0.45,Ideal,E,SI2,61.9,59.0,1.16,1.2,0.73,535
0.55,Ideal,F,VVS2,58.7,59.0,1.39,1.37,0.86,2082
1.15,Very Good,F,SI1,62.6,57.0,2.92,2.92,1.76,7412
0.75,Very Good,F,SI1,64.7,57.0,1.92,1.91,1.19,3339
0.3,Ideal,J,IF,58.1,60.0,0.76,0.84,0.47,300
1.77,Ideal,E,SI1,60.0,57.0,4.56,4.51,2.8,14575
0.57,Good,G,I1,57.7,59.0,1.45,1.42,0.88,1917
0.61,Premium,D,SI1,61.6,57.0,1.56,1.52,0.98,2036
0.84,Very Good,E,SI2,63.1,55.0,2.12,2.14,1.29,4070
1.01,Ideal,F,SI2,61.8,61.0,2.54,2.54,1.56,5964
1.97,Good,H,SI2,63.6,58.0,4.97,4.98,3.01,16202
0.32,Very Good,H,VS2,62.9,56.0,0.8,0.76,0.5,300
1.12,Ideal,G,SI2,64.1,54.0,2.85,2.92,1.72,7138
1.07,Good,G,SI1,63.3,55.0,2.74,2.72,1.71,6053
0.69,Premium,H,VVS1,61.1,57.0,1.73,1.79,1.03,2884
1.1,Premium,G,SI1,61.8,62.0,2.77,2.93,1.71,6514
1.18,Very Good,I,VVS1,60.5,56.0,3.01,2.97,1.83,7947
0.37,Premium,D,VS2,61.4,61.0,0.95,0.97,0.59,300
1.78,Premium,I,SI1,61.8,57.0,4.56,4.55,2.79,14322
0.34,Very Good,D,VS1,61.6,55.0,0.86,0.96,0.51,300
0.42,Premium,D,SI2,63.6,56.0,1.08,1.07,0.66,300
0.65,Ideal,F,SI2,61.2,55.0,1.68,1.69,1.06,1748
1.94,Ideal,E,VS1,60.4,56.0,4.92,4.93,3.05,16398
0.64,Very Good,G,VS2,60.5,56.0,1.64,1.63,0.99,1893
0.73,Very Good,F,VVS2,62.6,53.0,1.86,1.9,1.17,2812
1.52,Very Good,G,VVS1,59.7,61.0,3.93,3.93,2.44,11972
0.64,Premium,H,SI1,61.4,58.0,1.63,1.65,0.99,2848
0.41,Premium,F,VS2,63.6,56.0,1.06,1.07,0.65,300
0.6,Ideal,G,VS2,62.1,58.0,1.52,1.49,0.92,1812
1.47,Good,F,IF,61.6,56.0,3.73,3.72,2.22,10934
0.77,Fair,H,VVS2,61.6,52.0,1.98,2.01,1.23,3597
1.95,Premium,G,VVS1,60.3,64.0,5.01,5.04,2.99,17217
1.07,Ideal,J,SI1,60.5,58.0,2.75,2.81,1.67,6339
0.54,Very Good,J,VVS2,61.4,56.0,1.39,1.48,0.86,847
0.76,Ideal,H,SI1,62.1,53.0,1.95,1.92,1.22,2847
0.48,Very Good,J,SI1,63.0,54.0,1.23,1.24,0.73,341
0.53,Ideal,I,IF,61.8,61.0,1.35,1.34,0.82,1779
4.0,Ideal,E,I1,63.6,61.0,10.19,10.13,6.26,20000
1.23,Very Good,J,IF,63.9,59.0,3.13,3.16,1.94,8507
1.14,Very Good,F,SI2,62.8,55.0,2.92,2.96,1.83,6443
0.54,Premium,H,VVS2,63.4,61.0,1.37,1.32,0.81,1578
1.62,Very Good,D,SI1,60.3,58.0,4.09,4.07,2.52,12707
1.28,Ideal,G,SI1,60.1,59.0,3.22,3.2,1.9,8459
1.9,Ideal,H,SI1,62.4,58.0,4.91,4.83,3.05,15590
1.85,Ideal,G,VS2,59.8,54.0,4.65,4.65,2.77,15649
0.35,Ideal,G,SI1,61.3,55.0,0.88,0.82,0.55,300
0.43,Premium,F,VS1,62.8,56.0,1.09,1.1,0.65,1288
0.45,Very Good,I,I1,63.7,59.0,1.14,1.15,0.71,300
0.46,Ideal,D,SI2,61.3,54.0,1.17,1.19,0.7,576
0.87,Premium,G,SI2,60.8,57.0,2.19,2.21,1.34,4186
0.56,Ideal,G,SI1,62.1,57.0,1.41,1.49,0.87,1725
2.09,Very Good,E,VVS2,60.2,59.0,5.38,5.34,3.22,18529
1.92,Good,G,VVS1,61.5,59.0,4.93,4.89,2.97,16245
0.74,Ideal,D,SI1,61.7,55.0,1.86,1.89,1.11,3802
1.97,Very Good,G,VS2,61.7,61.0,5.05,5.04,2.98,16613
1.56,Ideal,E,VS1,61.8,55.0,3.99,4.05,2.39,12155
0.59,Ideal,I,SI1,60.5,60.0,1.51,1.54,0.92,1478
0.27,Ideal,D,SI1,60.7,56.0,0.69,0.79,0.43,300
0.66,Ideal,E,VS2,60.7,58.0,1.67,1.67,1.04,2898
0.54,Premium,H,SI2,59.4,58.0,1.38,1.31,0.82,1760
0.82,Ideal,I,SI2,62.2,58.0,2.08,2.1,1.25,3364
0.77,Very Good,H,SI2,63.0,59.0,1.95,1.95,1.21,2580
0.76,Premium,D,VS1,62.8,58.0,1.93,1.96,1.18,3537
0.96,Premium,H,SI2,61.3,59.0,2.47,2.5,1.48,4912
0.4,Premium,G,SI2,60.6,59.0,1.02,0.99,0.62,300
0.91,Premium,J,SI1,62.7,55.0,2.31,2.26,1.39,4649
0.59,Very Good,G,SI2,62.6,58.0,1.52,1.51,0.9,2242
0.82,Premium,F,SI1,62.0,56.0,2.12,2.0,1.32,3714
1.2,Ideal,D,VVS1,64.1,55.0,3.05,3.05,1.84,7499
0.4,Very Good,G,I1,61.7,57.0,1.02,1.0,0.64,300
0.64,Ideal,E,VS1,61.3,58.0,1.64,1.68,1.03,2711
0.7,Ideal,F,SI1,61.1,58.0,1.76,1.66,1.09,2543
0.57,Ideal,J,VS1,59.5,60.0,1.46,1.46,0.88,1852
1.16,Premium,H,VS2,62.6,60.0,2.98,3.06,1.79,7420
0.52,Ideal,F,SI1,61.6,58.0,1.32,1.35,0.8,1281
0.56,Fair,D,VVS2,62.4,59.0,1.41,1.46,0.85,1941
0.52,Ideal,D,VS2,64.3,58.0,1.31,1.33,0.82,1256
1.28,Fair,H,VVS2,61.2,59.0,3.28,3.2,1.95,8881
0.58,Ideal,H,SI1,58.4,59.0,1.47,1.48,0.91,1168
0.93,Ideal,H,IF,62.4,57.0,2.37,2.39,1.46,5135
1.99,Very Good,D,VVS2,61.9,62.0,5.06,5.01,3.15,17319
0.71,Very Good,D,IF,60.7,56.0,1.79,1.78,1.09,3116
1.29,Ideal,E,VS2,62.3,61.0,3.29,3.14,2.02,9066
1.71,Very Good,G,VS2,62.8,55.0,4.35,4.33,2.73,13306
1.24,Ideal,G,VS1,60.4,59.0,3.17,3.15,1.88,8407
0.73,Good,G,VVS1,61.3,61.0,1.85,1.92,1.1,3667
1.02,Good,H,IF,63.8,53.0,2.58,2.55,1.56,6023
0.39,Ideal,G,SI1,60.7,58.0,1.0,0.99,0.61,300
0.5,Ideal,J,VVS2,61.8,59.0,1.28,1.28,0.77,898
0.55,Ideal,I,SI1,58.0,58.0,1.41,1.38,0.84,1726
2.27,Very Good,D,VS2,59.6,58.0,5.72,5.76,3.38,20000
0.49,Ideal,E,SI2,61.9,58.0,1.24,1.14,0.77,1273
0.49,Premium,G,SI1,63.4,55.0,1.25,1.31,0.76,926
0.44,Premium,G,VVS1,59.8,63.0,1.13,1.13,0.7,828
0.98,Ideal,G,SI2,61.8,56.0,2.53,2.6,1.53,5888
0.8,Premium,E,VS1,61.2,58.0,2.06,1.92,1.27,4569
1.28,Premium,E,VS2,63.0,56.0,3.22,3.1,1.96,8115
1.04,Very Good,E,SI2,60.0,52.0,2.68,2.67,1.65,5981
0.37,Ideal,E,SI1,62.3,55.0,0.95,0.98,0.57,300
0.49,Very Good,H,VS2,60.8,54.0,1.23,1.2,0.73,618
1.47,Ideal,G,SI2,62.0,60.0,3.74,3.77,2.35,10433
0.67,Very Good,G,VVS2,61.8,56.0,1.71,1.76,1.07,2305
1.34,Ideal,G,IF,61.3,56.0,3.39,3.42,2.04,10197
0.69,Ideal,E,SI1,62.4,55.0,1.76,1.77,1.11,2314
0.46,Very Good,H,SI2,61.8,58.0,1.19,1.19,0.72,300
0.64,Good,I,VS2,61.5,56.0,1.65,1.62,1.0,1476
0.46,Good,G,VS1,61.2,60.0,1.19,1.19,0.74,1076
0.56,Premium,D,SI1,61.8,58.0,1.43,1.38,0.86,1594
0.82,Ideal,H,I1,62.0,56.0,2.08,2.04,1.25,3873
0.96,Fair,F,VS2,60.3,59.0,2.46,2.49,1.49,5347
0.33,Ideal,G,IF,61.2,58.0,0.84,0.82,0.51,300
0.73,Very Good,J,SI1,60.2,58.0,1.83,1.79,1.09,2837
0.55,Premium,G,SI1,61.6,54.0,1.41,1.43,0.83,1770
0.54,Ideal,E,IF,60.9,57.0,1.37,1.39,0.86,1682
0.79,Very Good,G,VS1,62.8,58.0,1.99,1.98,1.2,2768
0.56,Premium,D,VS1,62.6,60.0,1.41,1.4,0.84,1528
1.48,Fair,H,VS2,60.4,56.0,3.82,3.84,2.37,10249
1.34,Good,J,IF,61.7,63.0,3.39,3.44,2.04,9920
1.34,Very Good,D,VS1,62.6,59.0,3.41,3.42,2.04,9505
0.58,Fair,G,VVS1,61.5,54.0,1.5,1.44,0.94,2012
0.46,Ideal,F,VS1,60.7,56.0,1.17,1.16,0.73,888
0.77,Premium,E,VS1,60.2,61.0,1.94,1.92,1.15,3860
0.69,Premium,H,SI1,62.9,60.0,1.76,1.71,1.1,2595
0.55,Very Good,E,SI1,63.0,58.0,1.38,1.4,0.86,1811
0.41,Very Good,I,VVS2,61.4,58.0,1.03,1.06,0.63,300
0.73,Ideal,H,SI1,62.8,55.0,1.88,1.92,1.15,3291
0.61,Ideal,I,VS2,57.5,60.0,1.55,1.5,0.93,2555
1.05,Good,E,SI1,63.6,55.0,2.69,2.7,1.6,5925
1.03,Ideal,H,VVS2,61.5,59.0,2.63,2.63,1.62,6326
1.28,Premium,E,SI2,61.9,60.0,3.24,3.26,2.02,8522
0.39,Premium,D,VVS2,61.3,58.0,0.99,1.0,0.61,868
0.91,Premium,F,VS2,63.7,60.0,2.29,2.29,1.37,4537
0.51,Good,F,SI2,60.2,62.0,1.29,1.28,0.78,647
0.4,Good,G,VS2,63.8,58.0,1.02,1.08,0.62,300
0.6,Premium,H,SI1,62.3,57.0,1.52,1.48,0.93,1265
1.26,Very Good,G,SI1,62.6,57.0,3.23,3.22,1.92,8046
0.61,Ideal,F,SI1,61.2,56.0,1.53,1.58,0.94,2392
1.62,Premium,D,SI2,59.9,56.0,4.13,4.09,2.56,12798
0.97,Very Good,D,IF,63.0,58.0,2.49,2.45,1.49,5797
0.61,Ideal,D,SI2,62.1,57.0,1.55,1.59,0.93,2260
1.32,Very Good,D,VS1,63.6,58.0,3.4,3.33,2.04,10005
0.93,Premium,G,SI1,61.4,54.0,2.38,2.41,1.49,5001
0.46,Ideal,F,VS1,61.1,57.0,1.19,1.17,0.72,1374
1.88,Ideal,D,SI1,63.6,60.0,4.76,4.78,2.91,16073
0.84,Ideal,G,VS1,64.4,55.0,2.17,2.11,1.34,4065
0.75,Ideal,D,VS1,61.7,58.0,1.92,1.98,1.16,3739
0.48,Ideal,G,VS1,60.6,53.0,1.23,1.17,0.73,1124
1.34,Ideal,F,SI2,62.8,55.0,3.46,3.5,2.13,8925
0.96,Very Good,E,VS1,61.3,59.0,2.45,2.39,1.51,4645
1.01,Fair,D,SI1,62.5,57.0,2.6,2.69,1.56,5355
0.57,Very Good,H,SI2,61.3,62.0,1.46,1.46,0.86,595
1.12,Very Good,E,SI1,63.9,58.0,2.86,2.96,1.76,6573
1.17,Ideal,F,VS2,60.7,59.0,2.98,2.94,1.84,7156
0.53,Ideal,H,VS2,62.4,55.0,1.34,1.32,0.79,1479
0.36,Premium,E,VS1,61.0,57.0,0.92,0.98,0.57,300
0.99,Fair,F,SI1,61.3,56.0,2.56,2.49,1.61,5553
0.34,Ideal,E,SI1,61.1,55.0,0.87,0.84,0.52,300
0.8,Very Good,H,SI2,62.7,59.0,2.06,2.08,1.26,3638
0.59,Ideal,G,VS1,63.0,59.0,1.51,1.46,0.93,1285
1.36,Premium,F,VS2,62.5,58.0,3.45,3.48,2.07,10015
0.61,Very Good,G,SI1,61.5,56.0,1.54,1.55,0.95,1906
1.29,Good,I,VS1,61.9,58.0,3.26,3.18,2.04,8935
0.57,Good,D,VS2,63.0,53.0,1.43,1.48,0.89,2106
1.22,Ideal,G,VS2,63.0,60.0,3.13,3.07,1.88,8410
2.08,Ideal,E,VS2,57.9,55.0,5.35,5.39,3.33,18106
0.43,Ideal,G,VS1,61.3,55.0,1.09,1.1,0.66,729
0.86,Good,G,VS1,61.4,58.0,2.16,2.14,1.3,3809
2.93,Premium,G,SI1,62.6,58.0,7.43,7.37,4.43,20000
0.77,Ideal,G,SI2,61.6,57.0,1.95,1.97,1.22,3161
0.76,Ideal,F,SI2,62.7,55.0,1.93,1.89,1.17,3209
1.1,Good,F,VS1,60.2,60.0,2.78,2.84,1.74,6403
0.76,Fair,G,VVS1,62.1,54.0,1.93,1.99,1.15,2898
0.32,Ideal,I,SI1,63.0,54.0,0.83,0.91,0.52,300
1.3,Very Good,G,SI2,59.6,57.0,3.3,3.31,1.96,8650
0.27,Very Good,I,VS1,65.2,55.0,0.69,0.67,0.41,300
0.6,Fair,I,VVS2,63.4,60.0,1.54,1.53,0.97,2209
